,giniCoefficient,shannonsEntropy,DAI.netSwapFlow,DAI.netLPFlow,USDC.netSwapFlow,USDC.netLPFlow,USDT.netSwapFlow,USDT.netLPFlow
2023-03-01 00:21:00,0.05098548730732413,1.578080421055417,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:22:00,0.05172521346292423,1.5778494928493783,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:23:00,0.05098548730732413,1.578080421055417,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:24:00,0.05172521346292423,1.5778494928493783,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:25:00,0.05098548730732413,1.578080421055417,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:26:00,0.05172521346292423,1.5778494928493783,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:27:00,0.05098462057616152,1.5780805297835632,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:28:00,0.05172261326943641,1.5778498190338166,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:29:00,0.05098375384499891,1.5780806385117092,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:30:00,0.05172261326943641,1.5778498190338166,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:31:00,0.05098375384499891,1.5780806385117092,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:32:00,0.05172261326943641,1.5778498190338166,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:33:00,0.05098375384499891,1.5780806385117092,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:34:00,0.051725040596907135,1.5778494987818645,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:35:00,0.05098739483620499,1.578080158133781,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:36:00,0.05135621771655606,1.5779648284578227,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:37:00,0.051725040596907135,1.5778494987818645,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:38:00,0.05098739483620499,1.578080158133781,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:39:00,0.05172720777033235,1.577849226879328,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:40:00,0.050989562009630215,1.5780798862312446,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:41:00,0.051731066438953185,1.5778483541466648,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:42:00,0.05099511217344667,1.5780784126684542,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:43:00,0.05173661660276964,1.5778468805838746,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:44:00,0.05099511217344667,1.5780784126684542,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:45:00,0.05173661660276964,1.5778468805838746,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:46:00,0.05099511217344667,1.5780784126684542,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:47:00,0.05173661660276964,1.5778468805838746,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:48:00,0.05099511217344667,1.5780784126684542,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:49:00,0.051733318878164125,1.5778478117252588,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:50:00,0.05099016558653839,1.5780798093805308,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:51:00,0.051733318878164125,1.5778478117252588,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:52:00,0.051034195984579145,1.578068970735742,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:53:00,0.05177734927620488,1.5778369730804702,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:54:00,0.051416780229902204,1.577950262246909,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:55:00,0.05105621118359953,1.5780635514133479,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:56:00,0.05177734927620488,1.5778369730804702,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:57:00,0.05105621118359953,1.5780635514133479,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:58:00,0.05177734927620488,1.5778369730804702,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 00:59:00,0.05105621118359953,1.5780635514133479,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:00:00,0.05192735221902254,1.5778104573986307,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:01:00,0.05154112882101033,1.5779719557011216,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:02:00,0.05212733135224325,1.5777688131561538,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:03:00,0.05154112882101033,1.5779719557011216,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:04:00,0.05212733135224325,1.5777688131561538,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:05:00,0.05154112882101033,1.5779719557011216,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:06:00,0.05212733135224325,1.5777688131561538,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:07:00,0.05154112882101033,1.5779719557011216,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:08:00,0.05211087214675192,1.5777734922186906,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:09:00,0.051516440012773335,1.5779789742949266,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:10:00,0.05211087214675192,1.5777734922186906,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:11:00,0.05181365607976263,1.5778762332568086,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:12:00,0.051516440012773335,1.5779789742949266,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:13:00,0.05211087214675192,1.5777734922186906,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:14:00,0.05113636897735653,1.5780720916406215,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:15:00,0.0513507300759183,1.57795972691008,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:16:00,0.050376226906522895,1.5782583263320107,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:17:00,0.0513507300759183,1.57795972691008,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:18:00,0.050376226906522895,1.5782583263320107,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:19:00,0.0513507300759183,1.57795972691008,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:20:00,0.05035950390048226,1.5782627718880642,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:21:00,0.051325645566857335,1.57796639524416,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:22:00,0.050359661291808064,1.5782627383533772,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:23:00,0.051325881653846064,1.5779663449421295,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:24:00,0.050359661291808064,1.5782627383533772,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:25:00,0.051325881653846064,1.5779663449421295,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:26:00,0.050367377232191944,1.578260620912552,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:27:00,0.05133102561410198,1.5779649333149128,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:28:00,0.055462234279582266,1.5767101474425538,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:29:00,0.06358575811253736,1.5742366716679062,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:30:00,0.0615202709656143,1.574864048958252,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:31:00,0.06565124525946042,1.5736092943775606,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:32:00,0.0615202709656143,1.574864048958252,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:33:00,0.06565124525946042,1.5736092943775606,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:34:00,0.061544908655704444,1.5748573738876022,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:35:00,0.06551401896526843,1.5736612250985351,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:36:00,0.061406896597111696,1.5749104175954614,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:37:00,0.06547756845938084,1.57368009349782,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:38:00,0.06143885624992425,1.574902891216135,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:39:00,0.06548953913343958,1.57367718575243,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:40:00,0.06143885624992425,1.574902891216135,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:41:00,0.06548953913343958,1.57367718575243,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:42:00,0.06143885624992425,1.574902891216135,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:43:00,0.06548953913343958,1.57367718575243,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:44:00,0.06143885624992425,1.574902891216135,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:45:00,0.06548953913343958,1.57367718575243,0.0,0,-48985.441773,0.0,48974.345808,0.0
2023-03-01 01:46:00,0.06143885624992425,1.574902891216135,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:47:00,0.0634641976916819,1.5742900384842824,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:48:00,0.06548953913343958,1.57367718575243,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:49:00,0.06143885624992425,1.574902891216135,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:50:00,0.06548953913343958,1.57367718575243,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:51:00,0.06027547453998448,1.5752310940799823,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:52:00,0.06291820385444982,1.5744119714846108,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:53:00,0.05774602420763436,1.575903134537458,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:54:00,0.062094096134782395,1.5746301692675082,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:55:00,0.05709899603886994,1.576058772345327,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:56:00,0.062094096134782395,1.5746301692675082,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:57:00,0.05709739738167139,1.5760556924574103,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:58:00,0.06209089882038528,1.574624009491675,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 01:59:00,0.05708892683528055,1.576052071267703,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:00:00,0.06207507912440415,1.5746316252500527,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:01:00,0.05708200810565152,1.576052894359557,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:02:00,0.06207915213109068,1.5746292673173057,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:03:00,0.05564561891828346,1.576303907673489,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:04:00,0.05838100412634267,1.575550865734991,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:05:00,0.06111638933440189,1.574797823796493,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:06:00,0.05564561891828346,1.576303907673489,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:07:00,0.06111387089932605,1.5747990351514616,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:08:00,0.055640582048131784,1.5763063303834266,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:09:00,0.061108834029174365,1.574801457861399,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:10:00,0.05564069159042702,1.5763063043746703,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:11:00,0.061108998342617224,1.5748014188482646,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:12:00,0.05564069159042702,1.5763063043746703,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:13:00,0.061108998342617224,1.5748014188482646,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:14:00,0.05564069159042702,1.5763063043746703,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:15:00,0.061108998342617224,1.5748014188482646,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:16:00,0.055644445194778035,1.5763052715789077,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:17:00,0.06895218283420212,1.5723156298543917,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:18:00,0.07796627022403868,1.5693434891531297,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:19:00,0.07797015639221144,1.569342558019437,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:20:00,0.07797015639221144,1.569342558019437,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:21:00,0.07797015639221144,1.569342558019437,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:22:00,0.07117169323818687,1.5714546652554042,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:23:00,0.0670965234403537,1.5727215622826833,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:24:00,0.061657752917134045,1.5744112480714574,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:25:00,0.07253138586899177,1.571032243808211,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:26:00,0.07253138586899177,1.571032243808211,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:27:00,0.07253138586899177,1.571032243808211,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:28:00,0.06709261534577211,1.5727219295969848,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:29:00,0.0670965234403537,1.5727215622826833,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:30:00,0.07247005603506526,1.5710489915270407,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:31:00,0.06165384482255245,1.5744116153857588,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:32:00,0.07253138586899177,1.571032243808211,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:33:00,0.06709261534577211,1.5727219295969848,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:34:00,0.061657752917134045,1.5744112480714574,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:35:00,0.06709261534577211,1.5727219295969848,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:36:00,0.0670925537789222,1.5727219565353967,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:37:00,0.0670925537789222,1.5727219565353967,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:38:00,0.0670925537789222,1.5727219565353967,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:39:00,0.06437806389668102,1.5735663357971716,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:40:00,0.06709646187350381,1.5727215892210953,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:41:00,0.06709905150344264,1.572720930832879,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:42:00,0.06167329695154713,1.5744085562371464,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:43:00,0.06709400674780681,1.572724415147352,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:44:00,0.06166175447139087,1.5744130662541376,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:45:00,0.06708823550772867,1.5727266701558478,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:46:00,0.06166175447139087,1.5744130662541376,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:47:00,0.06708823550772867,1.5727266701558478,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:48:00,0.06166175447139087,1.5744130662541376,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:49:00,0.06708823550772867,1.5727266701558478,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:50:00,0.06166175447139087,1.5744130662541376,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:51:00,0.06708823550772867,1.5727266701558478,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:52:00,0.061580691368844254,1.5744398889023228,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:53:00,0.06695802559831654,1.5727676771876578,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:54:00,0.06157648582743029,1.5744439860774253,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:55:00,0.06693910469311008,1.5727775795331376,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:56:00,0.061565007519139556,1.5744477744162875,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:57:00,0.06425205610612482,1.5736126769747125,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:58:00,0.06693910469311008,1.5727775795331376,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 02:59:00,0.061565007519139556,1.5744477744162875,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:00:00,0.06693900462768519,1.5727776101517663,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:01:00,0.06156485742100222,1.574447820344231,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:02:00,0.06698154031486046,1.5727610369197382,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:03:00,0.061593113218555706,1.5744368025274253,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:04:00,0.06698143898763044,1.572761067924285,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:05:00,0.061593062554940695,1.5744368180296988,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:06:00,0.06698106107553897,1.5727611927039296,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:07:00,0.06159281061354638,1.5744369012161283,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:08:00,0.06697587837771923,1.572763212639955,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:09:00,0.061582445217906914,1.5744409410881794,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:10:00,0.0669344167964042,1.572779365936499,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:11:00,0.06156171442745654,1.5744490167045082,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:12:00,0.06693570142883573,1.5727792442910231,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:13:00,0.06157183608776297,1.5744480560977094,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:14:00,0.06426694660053883,1.5736123980308871,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:15:00,0.06694952158729098,1.5727779313048058,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:16:00,0.06159802942296759,1.5744461169039494,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:17:00,0.06691899643584184,1.5727928531630346,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:18:00,0.06161376284254579,1.574447567939465,0.0,0,5010.147638,0.0,0.0,0.0
2023-03-01 03:19:00,0.06695464757543375,1.5727889690864951,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:20:00,0.06165359828257322,1.5744368977153544,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:21:00,0.06695029962206396,1.5727808007039026,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:22:00,0.06170462161661501,1.5744227450019,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:23:00,0.06700132792461369,1.5727666457493368,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:24:00,0.06172264721586747,1.574418149387156,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:25:00,0.06700144147427052,1.5727666311042654,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:26:00,0.061722699022187945,1.574418144305732,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:27:00,0.06700144147427052,1.5727666311042654,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:28:00,0.061722699022187945,1.574418144305732,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:29:00,0.06700144147427052,1.5727666311042654,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:30:00,0.0617243062883561,1.5744174422173425,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:31:00,0.06700626327277501,1.5727645248390967,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:32:00,0.06436608841364963,1.5735906324840248,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:33:00,0.06172591355452426,1.5744167401289528,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:34:00,0.06700626327277501,1.5727645248390967,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:35:00,0.06172591355452426,1.5744167401289528,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:36:00,0.06698736973618083,1.5727718717219332,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:37:00,0.06170702001793008,1.5744240870117894,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:38:00,0.06697792296788374,1.5727755451633514,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:39:00,0.061711681862732404,1.5744226552858631,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:40:00,0.06698724665748838,1.572772681711499,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:41:00,0.06171682165593488,1.5744210770115328,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:42:00,0.06698445739322027,1.5727735384965136,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:43:00,0.06171682165593488,1.5744210770115328,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:44:00,0.06698445739322027,1.5727735384965136,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:45:00,0.06171682165593488,1.5744210770115328,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:46:00,0.06698445739322027,1.5727735384965136,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:47:00,0.06171682165593488,1.5744210770115328,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:48:00,0.06698445739322027,1.5727735384965136,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:49:00,0.06435063952457758,1.573597307754023,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:50:00,0.06171682165593488,1.5744210770115328,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:51:00,0.06698445739322027,1.5727735384965136,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:52:00,0.06171748979741818,1.5744208172769887,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:53:00,0.06698646181767016,1.5727727592928817,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:54:00,0.06171815793890147,1.5744205575424446,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:55:00,0.06698646181767016,1.5727727592928817,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:56:00,0.06171815793890147,1.5744205575424446,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:57:00,0.06698646181767016,1.5727727592928817,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:58:00,0.06171815793890147,1.5744205575424446,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 03:59:00,0.06698646181767016,1.5727727592928817,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:00:00,0.06171815793890147,1.5744205575424446,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:01:00,0.06698646181767016,1.5727727592928817,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:02:00,0.061737765640054856,1.5744129301167078,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:03:00,0.06705346317823539,1.5727471872185355,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:04:00,0.061773729855418416,1.5743999230967003,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:05:00,0.06706981969244556,1.572741807624265,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:06:00,0.06176745963318868,1.5744011544628331,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:07:00,0.06440609921835765,1.573573943775815,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:08:00,0.06705727924798609,1.5727442703565309,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:09:00,0.0617549191887292,1.5744036171950992,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:10:00,0.0670575808192019,1.5727444143433693,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:11:00,0.06175552233116081,1.5744039051687762,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:12:00,0.06705818396163352,1.5727447023170464,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:13:00,0.06175552233116081,1.5744039051687762,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:14:00,0.06704273455431542,1.5727494439983716,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:15:00,0.06139673050517772,1.5745130032817314,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:16:00,0.06670711683930948,1.572851429589339,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:17:00,0.06122891608279293,1.5745639977520631,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:18:00,0.06670710570954583,1.572851432939035,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:19:00,0.061228904953029274,1.574564001101759,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:20:00,0.06670710570954583,1.572851432939035,0.0,0,0.0,0.0,0.0,0.0
2023-03-01 04:21:00,0.061228904953029274,1.574564001101759,0.0,0,0.0,0.0,0.0,0.0
